"diffusion_input","diffusion_output_1_heat","diffusion_output_1_rank","diffusion_output_2_heat","diffusion_output_2_rank","diffusion_output_3_heat","diffusion_output_3_rank","diffusion_output_4_heat","diffusion_output_4_rank","diffusion_output_heat","diffusion_output_rank","name","selected","shared name"
"0.0","1.5540523535407857E-5","19206","2.935729194770746E-5","18476","2.9284626673350246E-5","18438","2.2582710519808806E-5","18609","2.815535861778358E-5","18379","ADM2","false","ADM2"
"0.0","9.59356051018298E-7","19771","9.452106184407282E-7","19774","8.026846460567295E-7","19778","8.910077897949023E-7","19768","7.722642805461906E-7","19772","VWFP1","false","VWFP1"
"0.0","4.361936136385975E-6","19649","5.138400174332292E-6","19628","4.41519986197383E-6","19644","4.841404459493229E-6","19606","4.548080534921972E-6","19616","PCDHB9","false","PCDHB9"
"0.0","5.438176654834132E-6","19599","6.519175229217041E-6","19576","5.916908837463151E-6","19593","6.135364908085071E-6","19539","5.724812064016754E-6","19569","PCDHB4","false","PCDHB4"
"0.0","4.361936136385975E-6","19648","5.138400174332292E-6","19627","4.41519986197383E-6","19643","4.841404459493229E-6","19605","4.548080534921972E-6","19615","PCDHB18","false","PCDHB18"
"0.0","4.361936136385975E-6","19647","5.138400174332292E-6","19626","4.41519986197383E-6","19642","4.841404459493229E-6","19604","4.548080534921972E-6","19614","OR10J5","false","OR10J5"
"0.0","1.0982173695664962E-5","19420","1.2071635933500607E-5","19415","1.1497424781028135E-5","19425","8.773343027650774E-6","19426","1.0723912379528477E-5","19397","SP9","false","SP9"
"0.0","4.3694329012979835E-6","19646","3.156213401538006E-6","19698","3.4539017297184964E-6","19680","4.5985234592868E-6","19614","4.374532424335649E-6","19631","SLC38A11","false","SLC38A11"
"0.0","7.320721825360737E-7","19781","8.190167731429842E-7","19780","6.521325448938061E-7","19786","7.951383870977418E-7","19776","3.952996379898739E-7","19791","OBP2B","false","OBP2B"
"0.0","1.92342640938064E-7","19805","2.891423230268979E-7","19801","2.8644377440818057E-7","19802","2.6661067905732804E-7","19800","2.091626200727362E-7","19801","CDRT15L2","false","CDRT15L2"
"0.0","5.070291376221559E-5","17332","2.2145173634479433E-5","19030","3.300574928843835E-5","18209","5.0777660803939655E-5","17212","5.087149750171544E-5","17244","DEFB128","false","DEFB128"
"0.0","5.070291376221559E-5","17331","2.2145173634479433E-5","19029","3.300574928843835E-5","18208","5.0777660803939655E-5","17211","5.087149750171544E-5","17243","OTOR","false","OTOR"
"0.0","3.426294076159909E-7","19797","3.4600478070717704E-7","19798","3.258345648058036E-7","19796","3.1292101328772253E-7","19794","2.1434482764170558E-7","19800","PRAMEF15","false","PRAMEF15"
"0.0","9.213248573791696E-7","19773","1.0174208326446693E-6","19770","8.215774393699589E-7","19775","8.717575461813647E-7","19772","7.177408943105282E-7","19778","PRAMEF4","false","PRAMEF4"
"0.0","6.095688430680978E-7","19788","6.282264151971516E-7","19788","5.839060340718211E-7","19788","4.370951087568661E-7","19789","4.490176342752623E-7","19787","PLEKHA8P1","false","PLEKHA8P1"
"0.0","2.5764592295653306E-6","19710","2.2184153054871175E-5","19028","2.18661953451866E-5","18820","2.200373329053002E-5","18633","2.194515538780831E-5","18664","PRSS46","false","PRSS46"
"0.0","3.94023534684269E-5","17896","3.921245069818126E-5","17942","2.553997524815688E-6","19715","3.927685507998444E-5","17595","3.870604818358547E-5","17792","MS4A6A","false","MS4A6A"
"0.0","9.02953236960779E-6","19480","9.239632309025979E-6","19494","9.013508345887001E-6","19493","3.7331586546508286E-6","19656","8.730076510879647E-6","19460","LINC01561","false","LINC01561"
"0.0","0.007702360420407383","362","7.917106037297958E-5","16560","0.007702578415325209","326","0.007666168368843815","385","0.00766150165434045","345","FGF22","false","FGF22"
"0.0","6.2532854416876365E-6","19569","6.67113902203948E-6","19569","6.829305408678069E-6","19562","5.969460398193618E-6","19550","5.917354203080123E-6","19563","RNF215","false","RNF215"
"0.0","2.337000480547135E-8","19814","2.381959425657392E-8","19815","2.4261864902940237E-8","19814","1.8852139212390746E-8","19815","1.852083142606937E-8","19815","CTRB2","false","CTRB2"
"0.0","1.2503879065076777E-5","19377","1.239323102749405E-5","19405","1.2943524759165549E-5","19367","1.0459556152890184E-5","19342","1.072431118647336E-5","19396","PRR25","false","PRR25"
"0.0","1.9140437777232028E-6","19730","2.119635240786714E-6","19728","1.6013591118751939E-6","19744","1.8928723599219464E-6","19729","1.6525010577419083E-6","19733","SULT6B1","false","SULT6B1"
"0.0","3.080019845857641E-6","19688","3.824476041629628E-6","19671","3.584303986303982E-6","19677","3.0686717524919084E-6","19680","3.5823130537513904E-6","19663","OR2A2","false","OR2A2"
"0.0","1.6877419254827117E-4","14495","1.0152100090360906E-4","15968","8.75154052775178E-5","16246","1.691802612762717E-4","14241","1.696135480833587E-4","14296","LOC102724488","false","LOC102724488"
"0.0","3.045505161171016E-6","19690","3.864692937480463E-6","19668","2.972713174894611E-6","19696","3.3317614489702846E-6","19672","3.073573892055005E-6","19684","OR2A25","false","OR2A25"
"0.0","7.00462243358618E-7","19782","7.714281419728111E-7","19782","7.378304615501002E-7","19782","6.302458394930296E-7","19784","7.392290162739694E-7","19776","SIGLEC16","false","SIGLEC16"
"0.0","2.0335783527922784E-5","18909","2.0340159039597255E-5","19193","2.0476932640316282E-5","18946","3.5738182159585386E-6","19665","1.9412429779385894E-5","19069","REG3G","false","REG3G"
"0.0","2.4333467636440707E-6","19715","2.581038655235062E-6","19719","2.282533556301334E-6","19722","2.217923205745693E-6","19714","2.276049653944322E-6","19712","MBD3L3","false","MBD3L3"
"0.0","3.9245715411936236E-5","17901","3.839837281497614E-5","17977","3.671751725970642E-5","17934","3.0440120124533686E-5","18104","3.561102472153932E-5","17954","EEF1E1-BLOC1S5","false","EEF1E1-BLOC1S5"
"0.0","2.3665784008172898E-5","18784","2.3739430836627815E-5","18802","2.3735809392988886E-5","18750","1.959079191413148E-5","19001","1.4715989159217716E-5","19237","TXLNGY","false","TXLNGY"
"0.0","1.6606957310393876E-6","19739","1.6911008828626942E-6","19745","1.6332570683802826E-6","19743","1.2505560178246543E-6","19754","1.3716639456312717E-6","19747","ARL9","false","ARL9"
"0.0","3.6297338235871685E-6","19669","3.7764676711912095E-6","19674","3.8089485808549795E-6","19668","2.8618576862546424E-6","19690","3.476243508074345E-6","19668","LINC00471","false","LINC00471"
"0.0","6.280493234160637E-7","19785","6.947907460967509E-7","19784","6.452246367993785E-7","19787","5.477804777864384E-7","19786","6.232913175927064E-7","19784","FBXO47","false","FBXO47"
"0.0","4.782830704139272E-6","19628","5.45846835976641E-6","19615","5.005708103749403E-6","19620","5.007975453318157E-6","19590","5.207001127374959E-6","19586","PCDHA13","false","PCDHA13"
"0.0","1.3669753068047141E-6","19750","1.348524927286587E-6","19752","1.5452372916929578E-6","19747","1.2494069222822364E-6","19755","1.3609772284170627E-6","19748","GOLGA6L6","false","GOLGA6L6"
"0.0","3.8271581346326194E-5","17936","5.100006913302447E-5","17411","3.0380229079510895E-5","18388","5.059857999384587E-5","17215","4.674394629709724E-5","17369","TMEM132E","false","TMEM132E"
"0.0","6.192753514340834E-6","19572","6.5951786539558025E-6","19575","6.239504393325458E-6","19581","5.884573451684665E-6","19552","5.4061692186415164E-6","19581","PGA3","false","PGA3"
"0.0","2.7855057988155283E-6","19701","3.0114908375869104E-6","19701","2.864139109054832E-6","19702","2.442681972145527E-6","19707","2.5071498073601415E-6","19701","SMIM15","false","SMIM15"
"0.0","3.167301115642503E-5","18255","3.2374818274048765E-5","18294","6.262090416136685E-6","19579","3.184128774256777E-5","18020","3.1269801589895604E-5","18213","DEFB105B","false","DEFB105B"
"0.0","3.167301115642503E-5","18254","3.2374818274048765E-5","18293","6.262090416136685E-6","19578","3.184128774256777E-5","18019","3.1269801589895604E-5","18212","DEFB105A","false","DEFB105A"
"0.0","5.0131377074093134E-6","19618","4.888597414688394E-6","19634","4.758215233529521E-6","19631","4.941176789094493E-6","19594","4.6794912419702954E-6","19612","PHEX","false","PHEX"
"0.0","5.992129320311389E-6","19576","5.197189081860239E-6","19624","4.316621743365256E-6","19649","6.224182014468734E-6","19532","5.919681657729419E-6","19562","PPAPDC1B","false","PPAPDC1B"
"0.0","9.846549024059971E-6","19452","9.798931030299004E-6","19478","9.781974503399762E-6","19468","3.3898446415805697E-6","19669","9.048141254364295E-6","19448","OR7C1","false","OR7C1"
"0.0","6.160615993767906E-6","19574","6.245644239265528E-6","19583","6.262949849033671E-6","19577","5.3332271240279815E-6","19574","5.515320553694236E-6","19574","UCMA","false","UCMA"
"0.0","8.622072954967901E-6","19496","9.229406017273912E-6","19495","8.758002776181515E-6","19497","7.4992420526286465E-6","19475","8.086306850908329E-6","19480","FAM69C","false","FAM69C"
"0.0","1.3625067898654388E-6","19752","0.008976766723277095","235","0.008976772769060127","217","0.00897641499642809","257","0.008976628818488899","218","CYSLTR1","false","CYSLTR1"
"0.0","3.8488510098986174E-6","19666","2.9492071597336062E-6","19705","3.0268509356503872E-6","19693","3.0279392971567604E-6","19682","3.3248469420240635E-6","19672","NWD1","false","NWD1"
"0.0","3.920116080097535E-6","19664","3.6976555824091938E-6","19678","3.8734494289610565E-6","19665","3.1372683798493002E-6","19677","3.2220574617469355E-6","19675","LOC100507577","false","LOC100507577"
"0.0","5.215673935144899E-6","19608","5.323959925661516E-6","19617","5.243136951326886E-6","19610","4.9251911956175415E-6","19597","4.810874340492372E-6","19609","SLC25A53","false","SLC25A53"
"0.0","3.714939154944391E-5","18021","2.1244828047147494E-5","19170","3.7612049458921976E-5","17868","3.242195497644796E-5","17967","3.534488697933312E-5","17967","OR1E1","false","OR1E1"
"0.0","5.4860100589766454E-6","19597","5.289293856814326E-6","19619","5.07922451439043E-6","19616","4.5539498364437196E-6","19615","5.132989469851366E-6","19591","MIR100","false","MIR100"
"0.0","8.923003348742693E-6","19486","9.64133617860287E-6","19485","7.964277636061167E-6","19524","7.450943507173946E-6","19477","8.794100049427487E-6","19459","GPR148","false","GPR148"
"0.0","2.947349941866296E-6","19694","2.6866680321489932E-6","19714","2.911786226716002E-6","19699","2.4464025639007675E-6","19706","2.3493405796174273E-6","19710","TBATA","false","TBATA"
"0.0","1.262520265849788E-5","19360","1.2438834015322164E-5","19396","1.1889220771434973E-5","19413","1.0688508747725213E-5","19337","1.057464593870679E-5","19408","GOLGA8M","false","GOLGA8M"
"0.0","2.173237166941555E-5","18867","2.1998195200932097E-5","19050","2.1713448421470455E-5","18907","1.798969877927704E-5","19081","1.4995863577078306E-5","19229","OR7G1","false","OR7G1"
"0.0","2.173237166941555E-5","18866","2.1998195200932097E-5","19049","2.1713448421470455E-5","18906","1.798969877927704E-5","19080","1.4995863577078306E-5","19228","OR4A16","false","OR4A16"
"0.0","2.173237166941555E-5","18865","2.1998195200932097E-5","19048","2.1713448421470455E-5","18905","1.798969877927704E-5","19079","1.4995863577078306E-5","19227","LOC399491","false","LOC399491"
"0.0","2.173237166941555E-5","18864","2.1998195200932097E-5","19047","2.1713448421470455E-5","18904","1.798969877927704E-5","19078","1.4995863577078306E-5","19226","DEFB130","false","DEFB130"
"0.0","2.173237166941555E-5","18863","2.1998195200932097E-5","19046","2.1713448421470455E-5","18903","1.798969877927704E-5","19077","1.4995863577078306E-5","19225","DEGS2","false","DEGS2"
"0.0","7.0689448666333495E-6","19543","7.925092989595553E-6","19532","6.993220764939626E-6","19557","5.652769757715567E-6","19565","6.706831307975346E-6","19530","GPR146","false","GPR146"
"0.0","3.8697735557591555E-6","19665","3.5684667508974556E-6","19685","3.5989657812005266E-6","19675","3.7631253799920897E-6","19653","3.660809025451322E-6","19659","DEFB129","false","DEFB129"
"0.0","3.283648101897319E-5","18186","3.7861970873000627E-6","19673","3.1843616128394425E-5","18303","3.262323361003781E-5","17955","3.2717388509100784E-5","18090","NOX3","false","NOX3"
"0.0","1.1360515397665264E-5","19408","1.2361240626859583E-5","19407","1.1956051651782397E-5","19406","9.063162768450358E-6","19399","1.1146715004805222E-5","19384","TAS2R50","false","TAS2R50"
"0.0","1.5633947468919244E-6","19743","1.0598359078076617E-6","19767","9.517294264256179E-7","19770","1.458864088984387E-6","19739","1.474321758732616E-6","19742","FCRL6","false","FCRL6"
"0.0","3.847225013326242E-5","17932","3.8764455888912494E-5","17966","3.874134353597815E-5","17828","3.838920212076317E-5","17627","3.266380043754689E-6","19673","HRCT1","false","HRCT1"
"0.0","3.188910208023572E-5","18230","6.127655724171433E-5","17108","6.1020615589939445E-5","17031","5.6490403405693774E-5","17018","4.196184412654127E-5","17554","COPD","false","COPD"
"0.0","4.054462663713753E-6","19658","3.849067637075247E-6","19669","4.027991445924666E-6","19660","3.0956082101242627E-6","19679","3.1978657348863322E-6","19678","CLUL1","false","CLUL1"
"0.0","1.575608314261405E-6","19742","2.0800180846851653E-6","19730","1.7762810199460485E-6","19735","2.0066891207257862E-6","19722","2.0222801497972825E-6","19721","OR6C4","false","OR6C4"
"0.0","5.728525801922672E-6","19587","6.016382896315673E-6","19595","5.987707892595549E-6","19588","4.937336470976133E-6","19595","5.296838701301378E-6","19583","PSORS1C1","false","PSORS1C1"
"0.0","3.8081884364179573E-7","19795","3.90783095001979E-7","19796","3.8829384418964434E-7","19794","3.139488384869991E-7","19793","2.3429398034530958E-7","19797","C2orf66","false","C2orf66"
"0.0","8.877714987389485E-7","19775","8.187001155123215E-7","19781","7.925882695284966E-7","19780","8.89013433361621E-7","19769","6.879275353422343E-7","19781","C1QL2","false","C1QL2"
"0.0","3.349109339094401E-5","18156","5.798391030091136E-5","17200","5.836146612392939E-5","17113","4.869557878602214E-5","17280","4.479709294227994E-5","17444","ADAMTS19","false","ADAMTS19"
"0.0","2.1497235174756453E-5","18876","3.5676279908298676E-5","18095","3.571116709564899E-5","18019","2.985620096250939E-5","18128","2.5993789791379164E-5","18467","ZIK1","false","ZIK1"
"0.0","1.8853298233723362E-5","19104","3.3078184672519455E-5","18276","3.2977578824172315E-5","18211","2.808729759190323E-5","18279","2.3720398365689882E-5","18604","OR2T11","false","OR2T11"
"0.0","1.8853298233723362E-5","19103","3.3078184672519455E-5","18275","3.2977578824172315E-5","18210","2.808729759190323E-5","18278","2.3720398365689882E-5","18603","ZNF878","false","ZNF878"
"0.0","6.233734763717913E-7","19786","5.984738712475932E-7","19790","5.285775060773362E-7","19789","5.312243234886602E-7","19787","4.585699297032852E-7","19786","RBMY1B","false","RBMY1B"
"0.0","8.909575576153094E-8","19810","3.1386234508610504E-7","19799","3.082981182283579E-7","19798","2.991253199434088E-7","19797","3.03880600716899E-7","19794","CYP2A7","false","CYP2A7"
"0.0","3.2672845661425406E-6","19682","2.9745546323872355E-6","19703","3.318603656337553E-6","19682","3.0602510315162485E-6","19681","2.3822919033861746E-6","19706","DPY19L2","false","DPY19L2"
"0.0","2.7567248766271243E-5","18482","4.418533145924304E-6","19656","2.745270309107848E-5","18512","2.6862757131941697E-5","18321","2.690579718825996E-5","18427","OR2T2","false","OR2T2"
"0.0","1.0502659192045727E-6","19766","9.694109111645479E-7","19773","1.1406849095274618E-6","19761","9.201525540719912E-7","19767","9.9458959826113E-7","19766","GGT2","false","GGT2"
"0.0","1.8613236614252783E-6","19732","1.7323870947251749E-6","19742","1.8679321878184391E-6","19732","1.4868686847901735E-6","19738","1.2761915904951532E-6","19751","C6orf163","false","C6orf163"
"0.0","3.924848690238736E-6","19663","4.405817677949511E-6","19657","3.8499608223896605E-6","19666","4.065292578796706E-6","19638","3.8537340361068315E-6","19654","CTAGE8","false","CTAGE8"
"0.0","9.872747007726734E-7","19768","1.012462631967676E-6","19771","1.0481636642136133E-6","19767","8.229296946543408E-7","19774","8.041857304412397E-7","19771","UBALD1","false","UBALD1"
"0.0","8.975001230839195E-6","19483","9.326066225354873E-6","19491","9.209170000439796E-6","19488","7.550389995535605E-6","19469","8.255259878505637E-6","19471","ZNF619","false","ZNF619"
"0.0","1.0310744120271744E-5","19438","1.12242803752414E-5","19439","1.0612320668396426E-5","19449","1.0594842325732055E-5","19341","1.003171044720112E-5","19424","C16orf91","false","C16orf91"
"0.0","3.287839868301346E-5","18184","5.5547503566870584E-5","17273","5.542109316010043E-5","17209","2.8130373746186814E-5","18277","5.559950250982266E-5","17087","KCNK17","false","KCNK17"
"0.0","3.287839868301346E-5","18183","5.5547503566870584E-5","17272","5.542109316010043E-5","17208","2.8130373746186814E-5","18276","5.559950250982266E-5","17086","SNORA12","false","SNORA12"
"0.0","1.0620267382454033E-5","19430","1.0835587398934264E-5","19446","1.0515876325436782E-5","19452","9.054385031566324E-6","19402","8.988571299548573E-6","19450","IZUMO4","false","IZUMO4"
"0.0","1.0620267382454033E-5","19429","1.0835587398934264E-5","19445","1.0515876325436782E-5","19451","9.054385031566324E-6","19401","8.988571299548573E-6","19449","KIAA1210","false","KIAA1210"
"0.0","3.972471013370011E-6","19661","4.278468184775414E-6","19662","4.107557718677074E-6","19653","3.806748318152513E-6","19651","3.556315641310461E-6","19665","HIATL2","false","HIATL2"
"0.0","3.972471013370011E-6","19660","4.278468184775414E-6","19661","4.107557718677074E-6","19652","3.806748318152513E-6","19650","3.556315641310461E-6","19664","GAL3ST3","false","GAL3ST3"
"0.0","4.467946758916484E-6","19641","4.851171188641123E-6","19635","4.5983243455337E-6","19636","4.445220370013838E-6","19619","4.155361240715911E-6","19641","FMO4","false","FMO4"
"0.0","2.4934494655724922E-5","18645","2.5071492432876788E-5","18667","2.4954946098753108E-5","18674","2.244167981069403E-5","18614","1.464146712133719E-5","19239","TMEM200B","false","TMEM200B"
"0.0","3.9505006408837743E-5","17890","3.868029066852631E-5","17971","8.294840456809446E-6","19512","3.9257794458791336E-5","17596","3.861293365815384E-5","17799","IL11RA","false","IL11RA"
"0.0","3.019773801701469E-5","18349","3.1013361461836986E-5","18372","4.732111000550593E-6","19634","3.0327418172097006E-5","18109","3.044887784783097E-5","18252","LINC00242","false","LINC00242"
"0.0","3.019773801701469E-5","18348","3.1013361461836986E-5","18371","4.732111000550593E-6","19633","3.0327418172097006E-5","18108","3.044887784783097E-5","18251","ZNF425","false","ZNF425"
"0.0","3.561636223266738E-5","18082","3.4483533968945755E-5","18198","1.2590390076390112E-5","19395","3.484958896058375E-5","17879","3.4624136042479906E-5","17998","FAM26F","false","FAM26F"
"0.0","3.3167977761003833E-6","19679","3.510878927316833E-6","19687","3.4924650197506235E-6","19679","2.792599323680168E-6","19696","2.811957779993142E-6","19693","CCDC144A","false","CCDC144A"
"0.0","3.0152717951653646E-5","18350","3.0329155610025717E-5","18433","2.931651703365575E-5","18436","2.868205119208392E-5","18172","2.8354849371517215E-5","18371","PCDHGB6","false","PCDHGB6"
